model,file,seed,status,wall_time,error,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F,dataset
AnomalyTransformer,078_SMD_id_22_Facility_tr_500_1st_326.csv,13,success,4.720188856124878,,0.05367362099886956,0.516844955804555,0.04790198005422675,0.4849345538733929,0.0846394481154227,0.8028953229398663,0.13793103448275812,0.09053355644755581,0.8101132659848873,SMD
AnomalyTransformer,078_SMD_id_22_Facility_tr_500_1st_326.csv,1337,success,4.164641618728638,,0.07953506172678454,0.5070681333334346,0.05831628139464547,0.4731384988661178,0.12162889749127082,0.4356877323420074,0.1052631578947364,0.04701544511723658,0.732354250417806,SMD
AnomalyTransformer,078_SMD_id_22_Facility_tr_500_1st_326.csv,17,success,4.171717882156372,,0.1315205898015035,0.5345503792814298,0.07870208897687608,0.48274058043222795,0.18152830628804295,0.910941475826972,0.4385185185185181,0.1171212805985279,0.7225426032392249,SMD
AnomalyTransformer,078_SMD_id_22_Facility_tr_500_1st_326.csv,2024,success,4.169390678405762,,0.09741470805030736,0.5437379867924411,0.059765251012040096,0.4859795564071775,0.1481442215439801,0.8758657432072456,0.34999999999999964,0.08847702696880935,0.7951144162767472,SMD
AnomalyTransformer,078_SMD_id_22_Facility_tr_500_1st_326.csv,42,success,4.167349338531494,,0.04776879471611595,0.45940239124143273,0.045828551649460036,0.4326146914298272,0.0846394481154227,0.8593831677992682,0.18461538461538413,0.07532083983326798,0.8562351690133507,SMD
AnomalyTransformer,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,13,success,179.84902906417847,,0.1556595480476883,0.5680686910261418,0.16867893902476108,0.5724318499901159,0.22507579209106696,0.3319195512381995,0.19606495236705493,0.140399074270763,0.6613676742413853,PSM
AnomalyTransformer,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,1337,success,218.61781978607178,,0.13703276171835485,0.5449407968277149,0.15035639865000633,0.5507815732097773,0.21063797489014424,0.7468016235934851,0.19299118425503947,0.14249074633510547,0.6586725158962863,PSM
AnomalyTransformer,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,17,success,179.8408966064453,,0.15308333344959896,0.5510274102578077,0.16444928221269073,0.5600626488190974,0.22055172439429702,0.7273011979017147,0.18858438165500893,0.13996346598901027,0.6611670537809238,PSM
AnomalyTransformer,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,2024,success,179.84232759475708,,0.16242404380074263,0.5765233565512501,0.17629742002367108,0.5842240880756137,0.22948317896287215,0.35036841749476105,0.2005719295667834,0.1417346717059894,0.6660890090121625,PSM
AnomalyTransformer,115_PSM_id_1_Facility_tr_50000_1st_129872.csv,42,success,179.8166844844818,,0.15174925044658955,0.5547508609502853,0.1658878648824042,0.5646261094588968,0.2192910564602378,0.5557661553041521,0.19195693510724599,0.1488721658945602,0.6651452086757615,PSM
AnomalyTransformer,132_OPPORTUNITY_id_4_HumanActivity_tr_895_1st_995.csv,13,success,4.443732023239136,,0.0504963771175786,0.5039098012914895,0.0514517523799207,0.5063232419806466,0.0897440460160424,0.948051948051948,0.27067669172932307,0.1864334745708141,0.6875437664386307,OPPORTUNITY
AnomalyTransformer,132_OPPORTUNITY_id_4_HumanActivity_tr_895_1st_995.csv,1337,success,4.420241832733154,,0.06389033563947452,0.5089001266821358,0.0679477892834758,0.5103115342373336,0.13588488591490921,0.9700996677740864,0.4499999999999997,0.21741078094669253,0.7307139713533464,OPPORTUNITY
AnomalyTransformer,132_OPPORTUNITY_id_4_HumanActivity_tr_895_1st_995.csv,17,success,4.4424889087677,,0.0675565494446879,0.6134867651857961,0.06925349860992461,0.6129289040362249,0.1628179845545718,0.947027027027027,0.3312101910828022,0.19007638370708757,0.6150266586939268,OPPORTUNITY
