file,seed,wall_time_seconds,fit_time_seconds,score_time_seconds,infer_per_window_ms,peak_gpu_memory_bytes,param_count,n_samples,n_features,sliding_window,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
002_MSL_id_1_Sensor_tr_500_1st_900.csv,13,0.460205078125,0.0,0.0,,1698356736,20808,1827,55,125,0.038002980625931444,0.8500951141369644,0.14620169999004592,0.9478559616195383,0.07662754511207258,0.08396946564885496,0.07692307692307684,0.046426945835229855,0.7325869866113454
002_MSL_id_1_Sensor_tr_500_1st_900.csv,1337,0.45984435081481934,0.0,0.0,,1698356736,20808,1827,55,125,0.012718841442245696,0.5682569082899479,0.026985122556199306,0.7180516466810383,0.02528417580502098,0.02743142144638404,0.02499999999999997,0.0486873508353222,0.757365400788788
002_MSL_id_1_Sensor_tr_500_1st_900.csv,17,0.4618871212005615,0.0,0.0,,1698356736,20808,1827,55,125,0.01196366748356479,0.5382208650380456,0.03605194818743512,0.7714042827884985,0.024067127454284434,0.026442307692307692,0.024096385542168648,0.027367856184598874,0.706402672098428
002_MSL_id_1_Sensor_tr_500_1st_900.csv,2024,0.45992279052734375,0.0,0.0,,1698356736,20808,1827,55,125,0.029707792207792207,0.8070434521425711,0.06131606729457285,0.8905582254993936,0.060422318167492606,0.0625,0.057142857142857086,0.053939714436805924,0.7175430679797197
002_MSL_id_1_Sensor_tr_500_1st_900.csv,42,0.4625973701477051,0.0,0.0,,1698356736,20808,1827,55,125,0.0159389167263183,0.6418452142571085,0.2396390087930803,0.8866130518862881,0.03273287064329583,0.03481012658227848,0.03174603174603171,0.027367856184598874,0.7089840232869307
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,13,1.8703606128692627,0.0,0.0,,258169856,20808,100000,2,119,0.009487734779527284,0.6747039275907637,0.010385576551210592,0.7180866174364711,0.037408433730786075,0.4616204690831556,0.04310344827586202,0.06080601893250284,0.8963844791430101
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,1337,1.7819457054138184,0.0,0.0,,258169856,20808,100000,2,119,0.018303073565032937,0.7179486831560333,0.016778037207801622,0.7539661484471498,0.06998654506484048,0.8608349900596421,0.1904761904761903,0.20883002207505522,0.9002281911152646
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,17,1.7684979438781738,0.0,0.0,,258169856,20808,100000,2,119,0.02194456496468106,0.7345192791020685,0.0199637102333485,0.7666276171449535,0.08394047742972244,0.8782961460446247,0.22222222222222202,0.21691331923890064,0.8987829826404302
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,2024,1.9140946865081787,0.0,0.0,,258169856,20808,100000,2,119,0.06717416129535227,0.6745037536783696,0.04356439663047004,0.6949364804065422,0.14732641935665103,0.9885844748858448,0.7999999999999995,0.32152930115951117,0.9583876067089095
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,42,1.7703778743743896,0.0,0.0,,258169856,20808,100000,2,119,0.018068563104961924,0.7049608059247582,0.017375446756127563,0.7484524693607754,0.07060428063604131,0.8440545808966862,0.1538461538461537,0.17275383491599708,0.8774503216190498
