file,seed,wall_time_seconds,fit_time_seconds,score_time_seconds,infer_per_window_ms,peak_gpu_memory_bytes,param_count,n_samples,n_features,sliding_window,AUC-PR,AUC-ROC,VUS-PR,VUS-ROC,Standard-F1,PA-F1,Event-based-F1,R-based-F1,Affiliation-F
002_MSL_id_1_Sensor_tr_500_1st_900.csv,13,2.560244560241699,2.114504814147949,0.41708874702453613,0.3143095305384598,3057247744,553444,1827,55,125,0.0075753468031689464,0.5776431718061674,0.10213713539750206,0.8622772152915612,0.018671973561204657,0.06470588235294118,0.0158910329171396,0.011527050775713827,0.8837500975482799
002_MSL_id_1_Sensor_tr_500_1st_900.csv,1337,2.1565122604370117,1.711629867553711,0.416522741317749,0.31388300023944915,3057247744,553444,1827,55,125,0.015716207623082828,0.763516219463356,0.10805414022632673,0.9030133777908095,0.044608881040864974,0.11764705882352941,0.037234042553191446,0.03409090909090909,0.8837500975482799
002_MSL_id_1_Sensor_tr_500_1st_900.csv,17,2.1566643714904785,1.7118663787841797,0.416475772857666,0.3138476057706602,3057247744,553444,1827,55,125,0.006234111608892269,0.49634561473768524,0.10398472664179796,0.8467089850976505,0.017045146933818475,0.024444444444444446,0.013483146067415717,0.014128144751518159,0.8837500975482799
002_MSL_id_1_Sensor_tr_500_1st_900.csv,2024,2.1582701206207275,1.7134428024291992,0.4165973663330078,0.3139392361213322,3057247744,553444,1827,55,125,0.007361924102120515,0.5722366840208251,0.10326711290682015,0.8626568261619902,0.01795710742873189,0.06769230769230769,0.014705882352941162,0.009551495016611294,0.8837500975482799
002_MSL_id_1_Sensor_tr_500_1st_900.csv,42,2.1566107273101807,1.7114500999450684,0.4165956974029541,0.3139379784498524,3057247744,553444,1827,55,125,0.009794664250575236,0.6080796956347617,0.07300456721965311,0.8857210560838727,0.02973899257192454,0.1164021164021164,0.02657807308970097,0.0335195530726257,0.8837500975482799
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,13,19.09932255744934,16.018466234207153,3.051586389541626,0.040687818527221684,110150656,553444,100000,2,119,0.01521208211722787,0.7813320128813652,0.018464212343134424,0.8204072939909993,0.05381544501627828,0.9443838604143948,0.057142857142857086,0.03392462057990141,0.8716449999713178
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,1337,18.962228059768677,15.859885215759277,3.07332706451416,0.04097769419352214,110150656,553444,100000,2,119,0.013561457541035127,0.7876948062709686,0.01705608201605165,0.8274629426403582,0.04148981636361725,0.7908675799086758,0.04428044280442799,0.029307870522356557,0.9071589610824734
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,17,18.878883600234985,15.789509296417236,3.060626268386841,0.04080835024515787,110150656,553444,100000,2,119,0.015534178593260962,0.7847016380001619,0.019198046456549992,0.8261130702812605,0.052683302953167414,0.8391472868217055,0.055567161061207376,0.03150284042003787,0.8942566600762887
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,2024,18.95130944252014,15.880835771560669,3.0415048599243164,0.04055339813232422,110150656,553444,100000,2,119,0.013097681007476807,0.7614732414913156,0.01631960200089079,0.8092735470461572,0.03833621312635562,0.9087093389296957,0.043956043956043904,0.04174555092767891,0.8820091223548133
027_MITDB_id_9_Medical_tr_25000_1st_52255.csv,42,18.635244369506836,15.713657855987549,2.8915364742279053,0.038553819656372064,110150656,553444,100000,2,119,0.024037995675856665,0.7717010266463022,0.018988627817458754,0.8158896434412563,0.049092976808656964,0.9988465974625144,0.7692307692307687,0.2950179094757408,0.9577469326226131
078_SMD_id_22_Facility_tr_500_1st_326.csv,13,6.191383361816406,1.9924066066741943,4.050067663192749,0.1746245704821605,1581409280,553444,23693,38,4,0.41378950443787343,0.922623998739454,0.3603350458373827,0.8943347576593714,0.5773623937538663,0.8870168483647175,0.5087900723888309,0.16759208899118813,0.8687511191952854
078_SMD_id_22_Facility_tr_500_1st_326.csv,1337,5.646379470825195,1.6025974750518799,4.014894008636475,0.17310800709854157,1580979200,553444,23693,38,4,0.4169191465477324,0.9310430604138393,0.3794535716387152,0.9100283233234144,0.5887913271918631,0.8770210681038707,0.45579407874656586,0.14273786106262434,0.8816661345561321
078_SMD_id_22_Facility_tr_500_1st_326.csv,17,5.645777702331543,1.602466106414795,4.0144736766815186,0.17308988387364801,1580979200,553444,23693,38,4,0.3774487299267337,0.9199584342069513,0.3753476309871221,0.902619403364531,0.5160959968049911,0.8852621167161226,0.4343790607016888,0.1479498804155791,0.8649054676186123
078_SMD_id_22_Facility_tr_500_1st_326.csv,2024,5.653884410858154,1.6031782627105713,4.0217390060424805,0.1734031391386401,1580979200,553444,23693,38,4,0.19127267716327517,0.8222268390503695,0.18231100725894608,0.81736842116423,0.2915144629050605,0.8843873517786561,0.3821915023378731,0.1278733984643617,0.8711468661771665
078_SMD_id_22_Facility_tr_500_1st_326.csv,42,5.649333715438843,1.6023297309875488,4.017886161804199,0.1732370181435864,1580979200,553444,23693,38,4,0.44549330031450396,0.9330795118185037,0.40320458761482775,0.9145609141044453,0.6009528367014643,0.8664085188770572,0.5032810271041365,0.16238521691914715,0.8706132222683147
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,13,176.42789912223816,150.1579360961914,26.239249229431152,0.15653635057886192,1046089216,553444,217624,25,125,0.12192534910965946,0.5147937505054686,0.14861198829914166,0.5691640028175853,0.2015501131624559,0.8730473250080641,0.20149253731343264,0.03528516225209612,0.6942859761069553
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,1337,175.70821380615234,149.98956823349,25.689868688583374,0.15325889304982204,1046089216,553444,217624,25,125,0.12835687453322298,0.5273741036033859,0.15727039078674232,0.5820261930107499,0.2017457506558765,0.8727859034895773,0.20149253731343264,0.035041566391857085,0.6942863362657214
115_PSM_id_1_Facility_tr_50000_1st_129872.csv,17,175.62910747528076,149.75892043113708,25.84152913093567,0.15416365872986965,1046089216,553444,217624,25,125,0.12546235646154694,0.5177699687464213,0.1533822434996162,0.5725062310235874,0.20152174442830026,0.8728663242035429,0.20149253731343264,0.03525846563974193,0.694286354844439
